"sspi","phenophase_id","species_id","additional_definition","active","startdate","stopdate","intensity_category_id"
18570,501,1964,"",1,2021-01-01,NA,"50"
18571,504,1964,"",1,2021-01-01,NA,"60"
18572,516,1964,"For Erigeron grandiflorus, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of white fluff and changes to tan or brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18573,390,1973,"For Galactia elliottii, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18574,482,1973,"",1,2021-01-01,NA,NA
18575,488,1973,"",1,2021-01-01,NA,NA
18576,500,1973,"",1,2021-01-01,NA,"49"
18577,501,1973,"",1,2021-01-01,NA,"50"
18578,504,1973,"",1,2021-01-01,NA,"60"
18579,516,1973,"For Galactia elliottii, the fruit is a pod that changes from green to brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18580,390,1974,"For Galactia regularis, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18581,482,1974,"",1,2021-01-01,NA,NA
18582,488,1974,"",1,2021-01-01,NA,NA
18583,500,1974,"",1,2021-01-01,NA,"49"
18584,501,1974,"",1,2021-01-01,NA,"50"
18585,504,1974,"",1,2021-01-01,NA,"60"
18586,516,1974,"For Galactia regularis, the fruit is a pod that changes from green to brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18587,390,1978,"For Heterotheca villosa, a fruit is considered ripe when it has turned tan or brown, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18588,482,1978,"",1,2021-01-01,NA,NA
18589,488,1978,"",1,2021-01-01,NA,NA
18590,500,1978,"",1,2021-01-01,NA,"49"
18591,501,1978,"",1,2021-01-01,NA,"50"
18592,504,1978,"",1,2021-01-01,NA,"60"
18593,516,1978,"For Heterotheca villosa, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of whitish bristles and changes to tan or brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18594,390,1979,"For Hieracium scouleri, a fruit is considered ripe when it has turned brown and readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18595,482,1979,"",1,2021-01-01,NA,NA
18596,488,1979,"",1,2021-01-01,NA,NA
18597,500,1979,"",1,2021-01-01,NA,"49"
18598,501,1979,"",1,2021-01-01,NA,"50"
18599,504,1979,"",1,2021-01-01,NA,"60"
18600,516,1979,"For Hieracium scouleri, the fruit is very tiny and seed-like and is crowded into a spent flower head. The seed-like fruit has a tuft of white fluff and changes to brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18601,390,1980,"For Hosackia rosea, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18602,482,1980,"",1,2021-01-01,NA,NA
18603,488,1980,"",1,2021-01-01,NA,NA
18604,500,1980,"",1,2021-01-01,NA,"49"
18605,501,1980,"",1,2021-01-01,NA,"50"
18606,504,1980,"",1,2021-01-01,NA,"60"
18607,516,1980,"For Hosackia rosea, the fruit is a pod, often clustered with several others, that changes from green to brown and splits open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18608,390,1981,"For Hypochaeris glabra, a fruit is considered ripe when it has turned brown or black and readily drops or is blown from the reopened flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18609,482,1981,"",1,2021-01-01,NA,NA
18610,488,1981,"",1,2021-01-01,NA,NA
18611,500,1981,"",1,2021-01-01,NA,"49"
18612,501,1981,"",1,2021-01-01,NA,"50"
18613,504,1981,"",1,2021-01-01,NA,"60"
18614,516,1981,"For Hypochaeris glabra, the fruit is very tiny and seed-like and is grouped with others in a spent flower head. The seed-like fruit has a tuft of white bristles and changes to brown or black, and drops or is blown from the plant after the spent flower head reopens. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18615,390,1984,"For Justicia ovata, a fruit is considered ripe when it has turned tan or brown and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18616,482,1984,"",1,2021-01-01,NA,NA
18617,488,1984,"",1,2021-01-01,NA,NA
18618,500,1984,"",1,2021-01-01,NA,"49"
18619,501,1984,"",1,2021-01-01,NA,"50"
18620,504,1984,"",1,2021-01-01,NA,"60"
18621,516,1984,"For Justicia ovata, the fruit is a capsule that changes from green to tan or brown and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18622,390,1986,"For Laportea canadensis, a fruit is considered ripe when it has turned shiny black.",1,2021-01-01,NA,"58"
18623,482,1986,"",1,2021-01-01,NA,NA
18624,488,1986,"",1,2021-01-01,NA,NA
18625,500,1986,"",1,2021-01-01,NA,"49"
18626,501,1986,"",1,2021-01-01,NA,"50"
18627,504,1986,"",1,2021-01-01,NA,"60"
18628,516,1986,"For Laportea canadensis, the fruit is tiny, flattened and seed-like, partially hidden within persistent flower parts, and changes from green to shiny black.",1,2021-01-01,NA,"57"
18629,390,1988,"For Lewisia pygmaea, a fruit is considered ripe when it has turned papery and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18630,482,1988,"",1,2021-01-01,NA,NA
18631,488,1988,"",1,2021-01-01,NA,NA
18632,500,1988,"",1,2021-01-01,NA,"49"
18633,501,1988,"",1,2021-01-01,NA,"50"
18634,504,1988,"",1,2021-01-01,NA,"60"
18635,516,1988,"For Lewisia pygmaea, the fruit is a capsule that becomes papery and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18636,390,1989,"For Liatris punctata, a fruit is considered ripe when it has turned brown or blackish, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18637,482,1989,"",1,2021-01-01,NA,NA
18638,488,1989,"",1,2021-01-01,NA,NA
18639,500,1989,"",1,2021-01-01,NA,"49"
18640,501,1989,"",1,2021-01-01,NA,"50"
18641,504,1989,"",1,2021-01-01,NA,"60"
18642,516,1989,"For Liatris punctata, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit has a tuft of whitish bristles and changes to brown or blackish, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18643,390,1990,"For Liatris tenuifolia, a fruit is considered ripe when it has turned brown or blackish, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18644,482,1990,"",1,2021-01-01,NA,NA
18645,488,1990,"",1,2021-01-01,NA,NA
18646,500,1990,"",1,2021-01-01,NA,"49"
18647,501,1990,"",1,2021-01-01,NA,"50"
18648,504,1990,"",1,2021-01-01,NA,"60"
18649,516,1990,"For Liatris tenuifolia, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit has a tuft of whitish bristles and changes to brown or blackish, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18650,390,1991,"For Liatris tenuis, a fruit is considered ripe when it has turned brown or blackish, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18651,482,1991,"",1,2021-01-01,NA,NA
18652,488,1991,"",1,2021-01-01,NA,NA
18653,500,1991,"",1,2021-01-01,NA,"49"
18654,501,1991,"",1,2021-01-01,NA,"50"
18655,504,1991,"",1,2021-01-01,NA,"60"
18656,516,1991,"For Liatris tenuis, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit has a tuft of whitish bristles and changes to brown or blackish, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18657,390,1992,"For Ludwigia maritima, a fruit is considered ripe when it has turned brown and has opened at the top to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18658,482,1992,"",1,2021-01-01,NA,NA
18659,488,1992,"",1,2021-01-01,NA,NA
18660,500,1992,"",1,2021-01-01,NA,"49"
18661,501,1992,"",1,2021-01-01,NA,"50"
18662,504,1992,"",1,2021-01-01,NA,"60"
18663,516,1992,"For Ludwigia maritima, the fruit is a capsule that changes from green to red to brown and opens at the top to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18664,390,1993,"For Lupinus bicolor, a fruit is considered ripe when it has turned dark brown and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18665,482,1993,"",1,2021-01-01,NA,NA
18666,488,1993,"",1,2021-01-01,NA,NA
18667,500,1993,"",1,2021-01-01,NA,"49"
18668,501,1993,"",1,2021-01-01,NA,"50"
18669,504,1993,"",1,2021-01-01,NA,"60"
18670,516,1993,"For Lupinus bicolor, the fruit is a hairy pod that changes from green to dark brown and splits open, sometimes explosively, to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18671,390,1994,"For Lupinus sericeus, a fruit is considered ripe when it has turned tan and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18672,482,1994,"",1,2021-01-01,NA,NA
18673,488,1994,"",1,2021-01-01,NA,NA
18674,500,1994,"",1,2021-01-01,NA,"49"
18675,501,1994,"",1,2021-01-01,NA,"50"
18676,504,1994,"",1,2021-01-01,NA,"60"
18677,516,1994,"For Lupinus sericeus, the fruit is a silky pod that changes from green to tan and splits open, sometimes explosively, to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18678,390,1998,"For Malachra capitata, a fruit is considered ripe when it has turned brown.",1,2021-01-01,NA,"58"
18679,482,1998,"",1,2021-01-01,NA,NA
18680,488,1998,"",1,2021-01-01,NA,NA
18681,500,1998,"",1,2021-01-01,NA,"49"
18682,501,1998,"",1,2021-01-01,NA,"50"
18683,504,1998,"",1,2021-01-01,NA,"60"
18684,516,1998,"For Malachra capitata, the fruit is five-segmented and changes from green to brown.",1,2021-01-01,NA,"57"
18685,390,1999,"For Malvastrum coromandelianum, a fruit is considered ripe when it has turned brown.",1,2021-01-01,NA,"58"
18686,482,1999,"",1,2021-01-01,NA,NA
18687,488,1999,"",1,2021-01-01,NA,NA
18688,500,1999,"",1,2021-01-01,NA,"49"
18689,501,1999,"",1,2021-01-01,NA,"50"
18690,504,1999,"",1,2021-01-01,NA,"60"
18691,516,1999,"For Malvastrum coromandelianum, the fruit is disc-shaped and ten- to twelve-segmented, and changes from green to brown and splits into ten to twelve one-seeded segments.",1,2021-01-01,NA,"57"
18692,390,2000,"For Melochia pyramidata, a fruit is considered ripe when it has turned tan and papery and has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18693,482,2000,"",1,2021-01-01,NA,NA
18694,488,2000,"",1,2021-01-01,NA,NA
18695,500,2000,"",1,2021-01-01,NA,"49"
18696,501,2000,"",1,2021-01-01,NA,"50"
18697,504,2000,"",1,2021-01-01,NA,"60"
18698,516,2000,"For Melochia pyramidata, the fruit is a five-angled, pyramid-shaped capsule that changes from green to tan and papery and splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18699,390,2001,"For Mentzelia albicaulis, a fruit is considered ripe when it has turned tan or brown and has opened at the top to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18700,482,2001,"",1,2021-01-01,NA,NA
18701,488,2001,"",1,2021-01-01,NA,NA
18702,500,2001,"",1,2021-01-01,NA,"49"
18703,501,2001,"",1,2021-01-01,NA,"50"
18704,504,2001,"",1,2021-01-01,NA,"60"
18705,516,2001,"For Mentzelia albicaulis, the fruit is an oblong capsule that changes from green to tan or brown and opens at the top to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18706,390,2002,"For Micranthes foliolosa, a fruit is considered ripe when it has split open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
18707,482,2002,"",1,2021-01-01,NA,NA
18708,488,2002,"",1,2021-01-01,NA,NA
18709,500,2002,"",1,2021-01-01,NA,"49"
18710,501,2002,"",1,2021-01-01,NA,"50"
18711,504,2002,"",1,2021-01-01,NA,"60"
18712,516,2002,"For Micranthes foliolosa, the fruit is a two-beaked, green or purplish capsule that splits open to expose the seeds. Do not include empty capsules that have already dropped all of their seeds.",1,2021-01-01,NA,"57"
18713,390,2003,"For Mikania scandens, a fruit is considered ripe when it has turned tan or brown, or when it readily drops or is blown from the spent flower head when touched. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"58"
18714,482,2003,"",1,2021-01-01,NA,NA
18715,488,2003,"",1,2021-01-01,NA,NA
18716,500,2003,"",1,2021-01-01,NA,"49"
18717,501,2003,"",1,2021-01-01,NA,"50"
18718,504,2003,"",1,2021-01-01,NA,"60"
18719,516,2003,"For Mikania scandens, the fruit is very tiny and seed-like and is crowded into a small spent flower head. The seed-like fruit has a tuft of whitish bristles and changes to tan or brown, and drops or is blown from the plant. Do not include empty flower heads that have already dropped all of their fruits.",1,2021-01-01,NA,"57"
18720,390,2004,"For Mimosa microphylla, a fruit is considered ripe when it has turned brown and has split open to expose the seeds. Do not include empty pods that have already dropped all of their seeds.",1,2021-01-01,NA,"58"
